,Unnamed: 0,id,imdb_id,popularity,budget,revenue,original_title,runtime,genres,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
5644,5644,164457,tt1206543,0.54416,22000000,15400000,Out of the Furnace,116,Thriller|Drama|Crime,12/6/13,469,6.4,2013,20592733.7602893,14414913.6322025
5645,5645,129139,tt1758795,0.53635,1500000,3566225,The To Do List,104,Comedy|Romance,7/24/13,225,5.6,2013,1404050.02911063,3338105.54337672
5646,5646,202575,tt3148834,0.530366,34000000,0,The House of Magic,85,Family|Fantasy|Animation|Adventure,12/24/13,89,6.3,2013,31825133.9931744,0.0
5647,5647,149910,tt2999390,0.523153,0,0,Super Buddies,81,Family,8/7/13,25,6.3,2013,0.0,0.0
5648,5648,201749,tt1838603,0.523119,8200000,0,Mr. Morgan's Last Love,116,Drama|Comedy,8/22/13,59,6.7,2013,7675473.49247148,0.0
5649,5649,229182,tt2543336,0.522436,0,0,The Harvest,104,Horror|Thriller,10/19/13,29,5.8,2013,0.0,0.0
5650,5650,82992,tt1905041,0.522347,160000000,788679850,Fast & Furious 6,130,Action|Thriller|Crime,5/6/13,4368,6.6,2013,149765336.438467,738230644.234315
5651,5651,172897,tt2201221,0.520694,0,0,Some Girl(s),90,Comedy|Drama,6/28/13,20,5.1,2013,0.0,0.0
5652,5652,215962,tt2573858,0.517151,600000,0,The Stag,94,Comedy,9/10/13,25,5.0,2013,561620.011644254,0.0
5653,5653,174682,tt2111392,0.515286,0,0,Raze,92,Horror|Thriller,4/21/13,26,5.0,2013,0.0,0.0
5654,5654,156708,tt2312890,0.512422,0,0,Afternoon Delight,95,Drama|Comedy,8/30/13,45,6.0,2013,0.0,0.0
5655,5655,158884,tt2201548,0.509518999999999,100000,0,A Teacher,75,Drama,9/6/13,17,4.3,2013,93603.3352740424,0.0
5656,5656,109417,tt1532958,0.506169,20000000,16549477,Battle of the Year,110,Music|Drama,9/21/13,62,5.9,2013,18720667.0548084,15490862.4424105
5657,5657,172520,tt2198956,0.50375,0,0,Coldwater,104,Thriller|Drama,3/10/13,49,6.7,2013,0.0,0.0
5658,5658,157115,tt2620736,0.489972,0,0,Jug Face,81,Horror|Thriller|Drama,8/9/13,29,5.2,2013,0.0,0.0
5659,5659,215830,tt2071550,0.489233,0,0,Open Grave,102,Horror|Thriller|Mystery,8/13/13,143,5.8,2013,0.0,0.0
5660,5660,70706,tt1931602,0.481309,0,0,Very Good Girls,91,Drama,1/22/13,91,5.7,2013,0.0,0.0
5661,5661,145197,tt2084989,0.476673,100000,444098,Upstream Color,96,Drama|Science Fiction,4/5/13,163,6.5,2013,93603.3352740424,415690.539885317
5662,5662,102362,tt2101341,0.475987,0,18074539,Dead Man Down,118,Thriller|Action|Crime|Drama,3/8/13,480,5.7,2013,0.0,16918371.3394075
5663,5663,157058,tt2417650,0.473599,0,0,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,80,Comedy,1/14/13,18,2.6,2013,0.0,0.0
5664,5664,78383,tt1913166,0.472278,0,10000000,Nurse 3-D,99,Horror|Thriller,9/28/13,73,4.7,2013,0.0,9360333.52740424
5665,5665,174343,tt2421416,0.470645,0,0,Trust Me,90,Comedy,4/20/13,11,5.6,2013,0.0,0.0
5666,5666,110552,tt1925518,0.470299,0,3302463,à¸•à¹‰à¸¡à¸¢à¸³à¸à¸¸à¹‰à¸‡ 2,104,Action,10/23/13,35,5.1,2013,0.0,3091215.5141912
5667,5667,201676,tt2908228,0.470131,0,0,My Little Pony: Equestria Girls,72,Animation|Comedy|Family|Fantasy|Music,6/15/13,35,7.4,2013,0.0,0.0
5668,5668,218329,tt2314886,0.469146,0,0,Breakout,89,Action|Thriller,9/4/13,18,4.3,2013,0.0,0.0
5669,5669,192538,tt2193418,0.466871,0,641,Hammer of the Gods,99,History|Action|Adventure,7/5/13,79,4.3,2013,0.0,599.997379106612
5670,5670,174341,tt2231138,0.466719,0,6420,Some Velvet Morning,82,Drama,12/10/13,17,5.6,2013,0.0,6009.33412459352
5671,5671,183011,tt2820466,0.465414,3500000,0,Justice League: The Flashpoint Paradox,75,Fantasy|Science Fiction|Animation|Action|Adventure,7/28/13,324,7.2,2013,3276116.73459148,0.0
5672,5672,188538,tt2770480,0.461225,0,0,Remember Sunday,96,TV Movie|Romance|Drama,4/21/13,84,7.0,2013,0.0,0.0
5673,5673,172391,tt1487931,0.457857,20000000,27187375,Khumba,85,Animation|Adventure|Family,7/18/13,51,5.8,2013,18720667.0548084,25448289.7734612
5674,5674,160768,tt2210834,0.457768,10000000,30283,Jimmy P.,117,Drama,9/11/13,18,4.6,2013,9360333.52740424,28345.8980210382
5675,5675,207021,tt2205904,0.456118,0,0,Generation Iron,106,Documentary,9/20/13,23,6.7,2013,0.0,0.0
5676,5676,159932,tt1540741,0.451575,0,18642,A Single Shot,116,Drama|Crime|Thriller,2/9/13,48,5.5,2013,0.0,17449.533761787
5677,5677,248688,tt2308260,0.447049,2000000,0,A Night in Old Mexico,103,Drama,11/8/13,14,5.7,2013,1872066.70548084,0.0
5678,5678,174188,tt1879032,0.443555,0,0,Rapture Palooza,85,Comedy|Fantasy|Horror,6/7/13,53,4.7,2013,0.0,0.0
5679,5679,175541,tt1425922,0.442256,17500000,7018189,Black Nativity,93,Drama|Music,11/27/13,10,6.2,2013,16380583.6729574,6569258.97983596
5680,5680,235093,tt2815030,0.440909,0,0,Killing Kennedy,87,Drama,11/10/13,24,5.5,2013,0.0,0.0
5681,5681,156965,tt2296697,0.438324,0,0,Concussion,96,Drama,4/4/13,18,5.2,2013,0.0,0.0
5682,5682,252360,tt2379386,0.434924,3500000,0,In the Name of the King III,85,Action|Adventure|Drama|Fantasy,12/27/13,15,3.0,2013,3276116.73459148,0.0
5683,5683,206419,tt1930458,0.433857,0,0,Red Line,86,Thriller,7/15/13,22,4.9,2013,0.0,0.0
5684,5684,174316,tt1817081,0.433434,0,4187,A Case of You,91,Comedy|Romance,10/3/13,70,5.3,2013,0.0,3919.17164792415
5685,5685,211387,tt3067038,0.431837,0,0,Marvel One-Shot: Agent Carter,15,Action|Adventure|Science Fiction|Fantasy,9/8/13,136,7.5,2013,0.0,0.0
5686,5686,214091,tt2450440,0.431747,0,0,The Last of Robin Hood,92,Drama,9/6/13,13,5.8,2013,0.0,0.0
5687,5687,220286,tt2039345,0.431581,0,0,Grand Piano,90,Thriller|Mystery,10/11/13,94,5.6,2013,0.0,0.0
5688,5688,204435,tt1029231,0.427654,6218100,0,Krrish 3,152,Action|Science Fiction,11/1/13,29,6.2,2013,5820348.99067523,0.0
5689,5689,205321,tt2724064,0.422934,1000000,0,Sharknado,86,TV Movie|Horror,7/11/13,312,3.9,2013,936033.352740424,0.0
5690,5690,159128,tt2309021,0.422826,0,81381,We Are What We Are,105,Drama|Horror|Thriller,9/27/13,109,5.5,2013,0.0,76175.3302793685
5691,5691,176339,tt2284766,0.422634,0,0,Mary and Martha,90,Drama,3/1/13,11,5.9,2013,0.0,0.0
5692,5692,210041,tt3009336,0.422443,0,0,Mike Tyson: Undisputed Truth,90,Comedy,12/1/13,14,6.8,2013,0.0,0.0
5693,5693,111473,tt1700845,0.420185,0,1234254,The Invisible Woman,111,Drama|Romance,12/25/13,45,5.9,2013,0.0,1155302.90975328
5694,5694,159014,tt2396566,0.507866,1000000,0,20 Feet from Stardom,89,Documentary|Music,6/14/13,59,7.3,2013,936033.352740424,0.0
5695,5695,224815,tt2881698,0.417739,0,0,Skinwalker Ranch,0,Thriller|Horror|Science Fiction,10/30/13,27,4.3,2013,0.0,0.0
5696,5696,151933,tt2268419,0.413748,5200000,0,Dead in Tombstone,100,Action|Fantasy|Horror,10/1/13,34,4.7,2013,4867373.4342502,0.0
5697,5697,211067,tt2383068,0.412492,4000000,9221,The Sacrament,99,Mystery|Horror|Thriller,9/2/13,69,5.4,2013,3744133.41096169,8631.16354561945
5698,5698,171776,tt2234429,0.410459,0,0,Sparks,90,Action|Thriller,3/1/13,15,4.2,2013,0.0,0.0
5699,5699,209350,tt2392326,0.570444,0,2225098,Le Week-End,93,Comedy|Drama,10/4/13,32,6.4,2013,0.0,2082765.94111601
5700,5700,146381,tt1639826,0.405575,22000000,0,Justin and the Knights of Valour,90,Animation|Adventure,8/9/13,58,5.3,2013,20592733.7602893,0.0
5701,5701,175291,tt2389182,0.400903,0,0,Cheap Thrills,85,Comedy|Crime|Drama,3/8/13,81,6.0,2013,0.0,0.0
5702,5702,199420,tt1741243,0.39621,5000000,0,Pawn Shop Chronicles,112,Action|Comedy,7/12/13,47,5.6,2013,4680166.76370212,0.0
5703,5703,152748,tt2388637,0.393664,0,1031243,Ain't Them Bodies Saints,96,Western|Drama|Crime|Romance,7/3/13,91,5.8,2013,0.0,965277.842780093
5704,5704,158916,tt2224004,0.387592,7000000,6147,Sweetwater,95,Western|Thriller,1/24/13,41,5.7,2013,6552233.46918297,5753.79701929539
5705,5705,168903,tt2630134,0.386362,0,0,Barbie in the Pink Shoes,75,Animation|Family,2/14/13,29,5.4,2013,0.0,0.0
5706,5706,229749,tt2362991,0.38618,0,0,When Calls the Heart,90,Drama|Romance|Comedy,10/5/13,15,6.4,2013,0.0,0.0
5707,5707,157375,tt2265534,0.386062,0,0,The Lifeguard,98,Drama|Comedy|Romance,8/30/13,91,5.2,2013,0.0,0.0
5708,5708,152745,tt1807944,0.384925,0,0,As I Lay Dying,110,Drama,5/20/13,15,5.9,2013,0.0,0.0
5709,5709,114779,tt1995341,0.383921,0,0,It's a Disaster,86,Comedy,4/12/13,41,5.8,2013,0.0,0.0
5710,5710,199753,tt3108584,0.292658,0,0,Tom and Jerry's Giant Adventure,66,Animation|Family,8/4/13,18,4.8,2013,0.0,0.0
5711,5711,195269,tt2317524,0.383637,4000000,0,12 Rounds 2: Reloaded,95,Action|Adventure,6/1/13,69,5.6,2013,3744133.41096169,0.0
5712,5712,152795,tt1821641,0.38246,0,455815,The Congress,122,Drama|Science Fiction|Animation,5/16/13,88,6.2,2013,0.0,426658.042679376
5713,5713,152259,tt1922685,0.381676,10000000,1034589,Phantom,99,Thriller,1/3/13,77,5.4,2013,9360333.52740424,968409.810378363
5714,5714,214093,tt3103576,0.380585,0,0,L'Amour Est un Crime Parfait,110,Thriller|Drama,9/7/13,16,5.4,2013,0.0,0.0
5715,5715,159095,tt2165859,0.380197,0,0,In Fear,85,Thriller,4/3/13,37,5.2,2013,0.0,0.0
5716,5716,161321,tt0817545,0.3795,0,0,The Power of Few,96,Thriller|Action|Crime|Drama|Mystery,2/15/13,22,4.7,2013,0.0,0.0
5717,5717,209271,tt2463512,0.376959,0,0,Hateship Loveship,103,Drama,9/7/13,27,5.0,2013,0.0,0.0
5718,5718,239471,tt2707792,0.374148,0,0,Bonnie & Clyde,174,Crime|Drama,12/8/13,38,6.9,2013,0.0,0.0
5719,5719,222461,tt2229511,0.373514,0,0,Wer,89,Horror|Mystery|Thriller,11/16/13,44,5.4,2013,0.0,0.0
5720,5720,191820,tt2401715,0.370238,0,11294,The Devil's Violinist,122,Drama,1/30/13,18,5.0,2013,0.0,10571.5606858503
5721,5721,152736,tt1951095,0.369478,0,0,Child of God,104,Crime|Drama|Thriller,7/27/13,17,5.0,2013,0.0,0.0
5722,5722,199534,tt2004432,0.364964,8000000,9630444,Wolf Creek 2,106,Horror|Thriller,8/30/13,81,5.6,2013,7488266.82192339,9014416.7856989
5723,5723,253617,tt3322904,0.364794,0,0,LEGO Marvel Super Heroes: Maximum Overload,22,Action|Animation|Comedy,11/5/13,26,7.1,2013,0.0,0.0
5724,5724,217316,tt2518788,0.364669,0,0,1,112,Documentary,9/30/13,25,7.6,2013,0.0,0.0
5725,5725,229405,tt3425332,0.362198,0,0,Panic in the Mailroom,5,Animation|Family,12/10/13,58,7.0,2013,0.0,0.0
5726,5726,156717,tt1988591,0.361298,6500000,0,Death Race: Inferno,105,Action|Science Fiction|Thriller,1/4/13,160,5.3,2013,6084216.79281276,0.0
5727,5727,193613,tt2172935,0.359864,18000000,7972967,Metallica: Through the Never,93,Music,9/25/13,53,6.6,2013,16848600.3493276,7462963.03229876
5728,5728,153795,tt2024506,0.221125,7000000,0,Straight A's,88,Comedy|Drama,1/16/13,24,5.2,2013,6552233.46918297,0.0
5729,5729,252529,tt1816608,0.357106,0,0,Another Me,86,Thriller|Mystery,11/15/13,46,4.8,2013,0.0,0.0
5730,5730,170194,tt1648208,0.355905,7000000,0,Riddle,100,Mystery|Thriller,1/10/13,14,4.5,2013,6552233.46918297,0.0
5731,5731,166076,tt2617456,0.534902,0,2915767,Superman: Unbound,75,Animation|Action|Adventure,5/6/13,70,6.7,2013,0.0,2729255.16081989
5732,5732,59981,tt0884726,0.354271,70000000,18662027,Legends of Oz: Dorothy's Return,88,Animation|Music|Family,6/13/13,36,6.1,2013,65522334.6918297,17468279.7017423
5733,5733,225747,tt2572632,0.122342,0,0,Vendetta,102,Action|Thriller,11/8/13,13,6.3,2013,0.0,0.0
5734,5734,60932,tt1716767,0.352703,0,0,The Last Keepers,85,Fantasy,1/4/13,10,4.8,2013,0.0,0.0
5735,5735,209263,tt2390361,0.425018,0,25288872,Enough Said,93,Comedy|Drama|Romance,9/18/13,251,6.5,2013,0.0,23671227.6451834
5736,5736,175555,tt2609758,0.349655,0,0,A Madea Christmas,100,Comedy|Drama,12/13/13,31,7.1,2013,0.0,0.0
5737,5737,172828,tt2274570,0.347558,0,19613,Bad Milo!,85,Comedy|Horror,8/28/13,52,5.5,2013,0.0,18358.4221472979
5738,5738,104329,tt1858481,0.346246,0,0,Last Passenger,96,Action|Thriller|Mystery,10/18/13,41,6.0,2013,0.0,0.0
5739,5739,185471,tt2210463,0.34598,8000000,0,Battle of the Damned,88,Action|Science Fiction|Adventure,7/25/13,25,4.0,2013,7488266.82192339,0.0
5740,5740,189204,tt2246673,0.653031,0,0,Lovestruck: The Musical,83,Comedy|Fantasy|Romance,4/21/13,32,5.4,2013,0.0,0.0
5741,5741,156711,tt1985019,0.341686,4900000,2159041,Austenland,97,Comedy|Romance,8/15/13,111,6.6,2013,4586563.42842808,2020934.38593403
5742,5742,181330,tt2609912,0.340767,0,32230907,Kevin Hart: Let Me Explain,75,Documentary|Comedy,7/3/13,75,7.1,2013,0.0,30169203.9410748
5743,5743,74461,tt1545660,0.339265,0,0,Knights of Badassdom,86,Adventure|Fantasy|Horror|Comedy,1/21/13,86,5.4,2013,0.0,0.0
5744,5744,97006,tt2070862,0.339034,0,0,Temptation: Confessions of a Marriage Counselor,111,Drama,3/29/13,35,6.8,2013,0.0,0.0
5745,5745,214210,tt2991092,0.105434,0,0,Eastern Boys,128,Drama,9/3/13,22,5.8,2013,0.0,0.0
5746,5746,87499,tt1869716,0.33771,6500000,2401510,The East,116,Drama|Thriller,5/31/13,179,6.3,2013,6084216.79281276,2247893.45693965
5747,5747,111479,tt1786751,0.402249,0,40400,CBGB,101,Drama|Music,10/11/13,28,6.2,2013,0.0,37815.7474507131
5748,5748,176068,tt2395385,0.336081,0,0,1,95,Thriller|Science Fiction,9/20/13,49,5.1,2013,0.0,0.0
5749,5749,201066,tt2352802,0.335356,0,0,Goodbye World,101,Drama|Comedy,6/15/13,27,5.4,2013,0.0,0.0
5750,5750,146304,tt2083355,0.332741,17000000,71625195,The Best Man Holiday,123,Comedy,11/15/13,78,7.0,2013,15912566.9965872,67043571.4165367
5751,5751,255692,tt3104304,0.331255,0,0,Ice Soldiers,95,Action|Science Fiction,12/6/13,25,3.5,2013,0.0,0.0
5752,5752,160118,tt2187115,0.312164,1104000,0,PoziÅ£ia copilului,116,Drama,3/8/13,15,6.4,2013,1033380.82142542,0.0
5753,5753,150202,tt1457765,0.536513,0,0,The Haunting in Connecticut 2: Ghosts of Georgia,101,Horror|Drama|Thriller,2/1/13,108,5.6,2013,0.0,0.0
5754,5754,207769,tt2011276,0.328484,950000,0,Banshee Chapter,87,Horror|Thriller,8/26/13,35,5.7,2013,889231.685103403,0.0
5755,5755,198287,tt1928340,0.328471,0,0,The Philosophers,100,Drama|Fantasy|Science Fiction|Thriller,7/6/13,173,6.3,2013,0.0,0.0
5756,5756,158907,tt1999987,0.328451,0,15000,Breathe In,98,Drama,1/18/13,50,6.2,2013,0.0,14040.5002911063
5757,5757,196254,tt2946582,0.328083,0,0,Barbie: Mariposa and The Fairy Princess,75,Fantasy|Animation|Family,8/26/13,21,6.3,2013,0.0,0.0
5758,5758,170039,tt2299248,0.326734,2000000,0,Killing Lincoln,89,Documentary|Drama,2/16/13,17,5.5,2013,1872066.70548084,0.0
5759,5759,159092,tt2318527,0.326562,2500000,0,Hell Baby,98,Comedy|Horror,9/6/13,60,4.4,2013,2340083.38185106,0.0
5760,5760,57210,tt1833888,0.326279,0,0,Angels Sing,87,TV Movie|Family|Drama,10/19/13,12,5.4,2013,0.0,0.0
5761,5761,255718,tt3504064,0.322876,0,0,Barbie: The Pearl Princess,73,Family|Animation,2/19/13,23,6.2,2013,0.0,0.0
5762,5762,189680,tt2186766,0.321464,0,0,All Stars,106,Comedy|Family,5/1/13,10,5.5,2013,0.0,0.0
5763,5763,174326,tt1582465,0.321236,0,0,A Birder's Guide to Everything,86,Comedy,4/21/13,14,6.5,2013,0.0,0.0
5764,5764,169219,tt1905040,0.319972,0,0,The Dyatlov Pass Incident,100,Thriller|Mystery,2/27/13,77,5.3,2013,0.0,0.0
5765,5765,139997,tt1972819,0.318589,0,0,And While We Were Here,83,Drama,9/13/13,18,5.7,2013,0.0,0.0
5766,5766,158914,tt1951216,0.317114,0,0,The Look of Love,105,Comedy|Drama,4/26/13,23,5.0,2013,0.0,0.0
5767,5767,217896,tt2569236,0.315607,0,0,Suddenly,90,Thriller,8/8/13,12,3.3,2013,0.0,0.0
5768,5768,197033,tt2235902,0.314497,0,0,Geography Club,79,Comedy|Drama|Romance,5/22/13,33,6.4,2013,0.0,0.0
5769,5769,87436,tt1935896,0.313754,0,21660,The ABCs of Death,123,Horror,6/28/13,98,4.5,2013,0.0,20274.4824203576
5770,5770,214083,tt1638364,0.443786,0,383294,The Armstrong Lie,124,Documentary,9/8/13,33,7.2,2013,0.0,358775.967905288
5771,5771,187462,tt1037222,0.313089,0,0,Robosapien: Rebooted,86,Adventure|Drama|Family|Science Fiction,4/1/13,16,5.3,2013,0.0,0.0
5772,5772,157841,tt1981107,0.312975,33000000,9494789,The Young and Prodigious T.S. Spivet,105,Adventure|Drama|Family,10/16/13,157,6.7,2013,30889100.640434,8887439.1812329
5773,5773,205939,tt1913178,0.312296,0,0,The Crown and the Dragon,91,Fantasy|Adventure,7/25/13,12,5.5,2013,0.0,0.0
5774,5774,191294,tt2364975,0.311505,0,180590,Vi Ã¤r bÃ¤st!,102,Drama|Music,3/28/13,40,6.8,2013,0.0,169038.263171393
5775,5775,109729,tt2292959,0.510294999999999,250000,56825,The Canyons,99,Thriller|Drama,7/29/13,41,4.4,2013,234008.338185106,53190.0952694746
5776,5776,122369,tt2082152,0.306125,0,0,13 Eerie,87,Horror|Thriller,4/2/13,15,4.0,2013,0.0,0.0
5777,5777,137563,tt2064713,0.305835,0,125,A Band Called Death,96,Documentary|Music,6/27/13,28,7.1,2013,0.0,117.004169092553
5778,5778,121677,tt2032557,0.305357,0,519535,The Reluctant Fundamentalist,130,Thriller,3/17/13,49,6.6,2013,0.0,486302.087915996
5779,5779,157351,tt1838520,0.304098999999999,0,0,The Truth About Emanuel,96,Drama|Thriller,4/26/13,41,6.2,2013,0.0,0.0
5780,5780,168399,tt2369205,0.303536,7500000,0,PionÃ©r,106,Thriller,8/30/13,20,5.3,2013,7020250.14555318,0.0
5781,5781,100544,tt1925479,0.346557,12000000,0,Officer Down,98,Crime|Drama,1/22/13,18,5.3,2013,11232400.232885,0.0
5782,5782,199578,tt2147459,0.301709,0,0,Patrick,96,Horror|Science Fiction|Thriller,10/15/13,26,4.2,2013,0.0,0.0
5783,5783,165739,tt1551630,0.299117,83000000,0,Pawn,88,Crime|Thriller,4/23/13,37,5.5,2013,77690768.2774552,0.0
5784,5784,140222,tt1976989,0.299109,0,0,Love and Honor,92,Drama|Romance|War,3/22/13,75,6.1,2013,0.0,0.0
5785,5785,212769,tt1828959,0.296763,15,122,Make Your Move,110,Music,8/7/13,20,5.9,2013,14.0405002911063,114.196069034331
5786,5786,206213,tt2446502,0.296488,0,0,Zombie Hunter,93,Comedy|Action|Science Fiction|Thriller,7/25/13,23,3.5,2013,0.0,0.0
5787,5787,214086,tt1839642,0.295687,4000000,350006,The Face of Love,92,Drama|Romance,10/25/13,30,5.8,2013,3744133.41096169,327617.289659265
5788,5788,195757,tt1778924,0.295323,0,0,The Ultimate Life,105,Drama|Romance,9/6/13,12,6.8,2013,0.0,0.0
5789,5789,159638,tt2272336,0.295263,0,9195,Ghost Team One,107,Comedy|Horror,1/20/13,13,4.7,2013,0.0,8606.8266784482
5790,5790,172847,tt2012011,0.293833,0,0,Scenic Route,85,Drama|Thriller,8/23/13,49,6.1,2013,0.0,0.0
5791,5791,183258,tt2095568,0.293332,6000000,0,All Things To All Men,84,Thriller|Crime,4/5/13,12,4.4,2013,5616200.11644254,0.0
5792,5792,218425,tt2414766,0.292394,0,0,Frequencies,105,Mystery|Science Fiction|Romance,9/27/13,95,6.4,2013,0.0,0.0
5793,5793,211449,tt3095416,0.254394,0,0,Riddick: Blindsided,6,Action|Animation|Science Fiction,7/26/13,29,7.2,2013,0.0,0.0
5794,5794,185267,tt1427298,0.291471,567000,0,The Human Race,87,Horror|Science Fiction|Action,4/10/13,33,5.1,2013,530730.91100382,0.0
5795,5795,143049,tt1067765,0.290095,0,0,Adult World,107,Comedy,4/18/13,71,6.0,2013,0.0,0.0
5796,5796,180951,tt2184287,0.288205,0,0,Summer in February,101,Drama|Romance,6/13/13,19,6.1,2013,0.0,0.0
5797,5797,159008,tt2215151,0.284097,0,0,Inequality for All,88,Documentary,1/19/13,28,7.9,2013,0.0,0.0
5798,5798,166879,tt1937269,0.283595,0,7965,One Small Hitch,100,Romance|Comedy,2/14/13,24,6.7,2013,0.0,7455.50565457748
5799,5799,84191,tt1827578,0.283533,0,8326,The End of Love,89,Drama,3/1/13,11,5.7,2013,0.0,7793.41369491677
5800,5800,227425,tt3111728,0.28055,0,0,Alpha and Omega 2: A Howl-iday Adventure,45,Animation|Adventure|Comedy,10/8/13,10,5.6,2013,0.0,0.0
5801,5801,136850,tt1510686,0.280426,0,0,Breaking the Girls,83,Crime|Thriller,7/26/13,14,5.7,2013,0.0,0.0
5802,5802,167305,tt2085957,0.210216,0,0,Kill for Me,95,Drama|Thriller,2/12/13,26,5.6,2013,0.0,0.0
5803,5803,204349,tt2281159,0.280222,0,0,Contracted,78,Horror|Thriller,7/7/13,73,4.9,2013,0.0,0.0
5804,5804,210910,tt2325517,0.27993,0,0,Almost Human,80,Horror|Science Fiction,9/19/13,21,4.5,2013,0.0,0.0
5805,5805,220845,tt2958484,0.278764,0,0,The Smurfs: The Legend of Smurfy Hollow,22,Comedy|Animation|Family|Fantasy,9/12/13,12,6.0,2013,0.0,0.0
5806,5806,158999,tt2545118,0.278117,0,0,Blackfish,83,Documentary,6/7/13,322,7.9,2013,0.0,0.0
5807,5807,167960,tt2449810,0.277797,0,0,Sanitarium,106,Horror|Thriller,6/24/13,14,4.3,2013,0.0,0.0
5808,5808,157117,tt2306745,0.277349,0,0,Sound City,106,Documentary|Music,1/18/13,64,7.5,2013,0.0,0.0
5809,5809,187541,tt2536846,0.275427,0,0,Call Me Crazy: A Five Film,90,Drama,4/20/13,13,5.5,2013,0.0,0.0
5810,5810,238589,tt2395199,0.275012,5000000,0,Enemies Closer,85,Thriller|Action,12/4/13,37,5.0,2013,4680166.76370212,0.0
5811,5811,227359,tt2611626,0.274207,10000000,0,Force of Execution,98,Action|Crime,12/31/13,21,5.1,2013,9360333.52740424,0.0
5812,5812,209262,tt2345112,0.273681,10000000,653651,Parkland,94,History|Drama|Thriller|Mystery,10/2/13,86,5.8,2013,9360333.52740424,611839.137052131
5813,5813,216539,tt2600742,0.270803,0,0,Ghost Shark,84,Horror|Science Fiction,8/22/13,15,4.2,2013,0.0,0.0
5814,5814,207774,tt2781832,0.270285,0,0,The Borderlands,89,Horror,8/24/13,35,5.0,2013,0.0,0.0
5815,5815,229768,tt2625598,0.268563,0,0,Living on One Dollar,56,Documentary,4/22/13,18,6.7,2013,0.0,0.0
5816,5816,128081,tt2133239,0.268263,0,0,I Declare War,94,Action|Comedy|Drama,5/10/13,19,5.8,2013,0.0,0.0
5817,5817,183662,tt2093977,0.300184,0,0,Crush,94,Thriller,3/13/13,47,5.5,2013,0.0,0.0
5818,5818,182228,tt2538128,0.265782,500000,0,100 Degrees Below Zero,88,Action|Science Fiction,3/29/13,10,3.7,2013,468016.676370212,0.0
5819,5819,167575,tt1870419,0.264342,0,0,Hatchet III,89,Horror|Thriller|Comedy|Action,6/14/13,43,5.1,2013,0.0,0.0
5820,5820,72525,tt0762138,0.263125,6000000,0,Syrup,90,Drama|Comedy,6/7/13,61,5.6,2013,5616200.11644254,0.0
5821,5821,186971,tt2054790,0.262989,0,0,Michael Kohlhaas,122,Drama|History,8/14/13,32,6.0,2013,0.0,0.0
5822,5822,227877,tt2900822,0.261321,0,0,Torment,81,Thriller|Horror,10/11/13,25,4.7,2013,0.0,0.0
5823,5823,205891,tt2113792,0.260546,0,0,The Demented,92,Drama|Horror|Thriller,7/30/13,24,4.6,2013,0.0,0.0
5824,5824,207780,tt2772092,0.258887,0,0,Antisocial,90,Horror|Thriller,7/31/13,19,4.3,2013,0.0,0.0
5825,5825,186988,tt2357461,0.257366,0,0,Miele,96,Drama,5/1/13,10,5.0,2013,0.0,0.0
5826,5826,178682,tt2448374,0.251933,0,0,The Wizards Return: Alex vs. Alex,60,Adventure|Comedy|Drama,3/15/13,96,6.3,2013,0.0,0.0
5827,5827,191720,tt1935156,0.250542,0,0,Jodorowsky's Dune,90,Documentary|Drama,8/30/13,98,8.1,2013,0.0,0.0
5828,5828,158908,tt2113075,0.249284,0,0,The Inevitable Defeat of Mister & Pete,108,Drama,10/11/13,14,6.7,2013,0.0,0.0
5829,5829,162215,tt1894476,0.249031,0,0,How I Live Now,101,Drama|Action|Thriller|War,9/10/13,169,6.4,2013,0.0,0.0
5830,5830,282848,tt2986512,0.248944,0,0,Doctor Who: The Time of the Doctor,60,,12/25/13,26,8.5,2013,0.0,0.0
5831,5831,205724,tt2193265,0.244507,3500000,0,Welcome to the Jungle,95,Comedy,4/27/13,81,4.9,2013,3276116.73459148,0.0
5832,5832,173210,tt2033981,0.240375,0,0,Downloaded,106,Documentary,6/20/13,19,6.5,2013,0.0,0.0
5833,5833,146203,tt2034139,0.238632,5000000,15179302,The Last Exorcism Part II,88,Horror|Thriller,2/28/13,145,4.5,2013,4680166.76370212,14208332.9433194
5834,5834,156268,tt1754811,0.236956,0,228,InAPPropriate Comedy,84,Comedy,3/22/13,16,3.2,2013,0.0,213.415604424816
5835,5835,159004,tt2532528,0.234543,0,0,Dirty Wars,87,Documentary|Drama|War|Crime|Mystery,1/18/13,40,7.1,2013,0.0,0.0
5836,5836,228245,tt2073121,0.231532,0,0,The Suspect,89,Thriller,10/16/13,10,5.1,2013,0.0,0.0
5837,5837,127373,tt1932767,0.230595,6000000,1066471,What Maisie Knew,93,Drama,5/2/13,98,7.5,2013,5616200.11644254,998252.425730433
5838,5838,141733,tt2072933,0.230594,0,0,Cottage Country,91,Action|Comedy|Crime|Romance,3/13/13,21,5.0,2013,0.0,0.0
5839,5839,177888,tt2325989,0.70068,0,0,Teen Beach Movie,110,Family|Music|TV Movie,7/19/13,154,6.0,2013,0.0,0.0
